ophys_session_id,date_of_acquisition,rig_id,rig_name,screen_center_x_mm,screen_center_y_mm,screen_center_z_mm
610495905,27:08.5,480119305,CAM2P.1,170,0,0
610495912,06:36.1,523490076,CAM2P.4,118.6,86.2,31.6
610495954,43:41.5,480119307,CAM2P.2,170,0,0
610495926,16:19.2,523490080,CAM2P.5,170,0,0
610495933,12:14.1,480119305,CAM2P.1,170,0,0
610495975,56:23.0,480119307,CAM2P.2,170,0,0
610495947,01:04.5,480119305,CAM2P.1,170,0,0
610496003,21:00.0,480119307,CAM2P.2,170,0,0
610495961,27:00.8,480119305,CAM2P.1,170,0,0
610495968,02:13.4,523490076,CAM2P.4,118.6,86.2,31.6
610496017,15:55.4,480119307,CAM2P.2,170,0,0
610495982,28:19.1,523490080,CAM2P.5,170,0,0
610495989,00:39.2,506540632,CAM2P.3,170,0,0
610495996,46:31.6,480119305,CAM2P.1,170,0,0
610496031,18:24.7,480119307,CAM2P.2,170,0,0
610496010,43:39.9,480119305,CAM2P.1,170,0,0
610496052,20:32.9,480119307,CAM2P.2,170,0,0
610496024,04:14.2,480119305,CAM2P.1,170,0,0
610496066,17:00.4,480119307,CAM2P.2,170,0,0
610496038,07:59.1,480119305,CAM2P.1,170,0,0
610496045,56:14.5,523490076,CAM2P.4,118.6,86.2,31.6
610496073,12:15.3,480119307,CAM2P.2,170,0,0
610496059,25:53.3,523490080,CAM2P.5,170,0,0
610496101,15:51.8,480119307,CAM2P.2,170,0,0
610496115,08:17.8,480119307,CAM2P.2,170,0,0
610496080,26:22.0,480119305,CAM2P.1,170,0,0
610496087,58:35.5,480119305,CAM2P.1,170,0,0
610496094,43:54.1,523490080,CAM2P.5,170,0,0
610496129,25:30.8,480119307,CAM2P.2,170,0,0
610496108,40:13.8,480119305,CAM2P.1,170,0,0
610496143,18:29.3,480119307,CAM2P.2,170,0,0
610496122,45:14.3,480119305,CAM2P.1,170,0,0
610496150,42:19.8,480119307,CAM2P.2,170,0,0
610496136,12:48.2,480119305,CAM2P.1,170,0,0
610496178,56:55.9,480119307,CAM2P.2,170,0,0
610496185,53:34.0,480119307,CAM2P.2,170,0,0
610496157,51:05.6,480119305,CAM2P.1,170,0,0
610496164,32:22.4,480119305,CAM2P.1,170,0,0
610496171,07:13.7,480119305,CAM2P.1,170,0,0
610496206,00:12.0,480119307,CAM2P.2,170,0,0
610496255,05:31.3,480119307,CAM2P.2,170,0,0
610496192,09:50.6,480119305,CAM2P.1,170,0,0
610496199,02:29.7,480119305,CAM2P.1,170,0,0
610496262,32:01.1,480119307,CAM2P.2,170,0,0
610496213,35:58.1,480119305,CAM2P.1,170,0,0
610496220,42:15.3,480119305,CAM2P.1,170,0,0
610496227,13:00.9,506540632,CAM2P.3,170,0,0
610496234,28:37.6,523490076,CAM2P.4,170,0,0
610496241,22:12.1,523490076,CAM2P.4,170,0,0
610496248,35:55.9,506540632,CAM2P.3,170,0,0
610496304,16:44.8,480119307,CAM2P.2,170,0,0
610496332,54:53.8,480119307,CAM2P.2,170,0,0
610496269,10:36.3,506540632,CAM2P.3,170,0,0
610496276,31:51.7,523490076,CAM2P.4,170,0,0
610496283,50:28.1,,,,,
610496290,15:34.1,506540632,CAM2P.3,170,0,0
610496297,01:15.5,480119305,CAM2P.1,170,0,0
610496360,45:11.2,480119307,CAM2P.2,170,0,0
610496311,18:52.2,480119305,CAM2P.1,170,0,0
610496318,25:14.0,506540632,CAM2P.3,170,0,0
610496325,34:06.6,506540632,CAM2P.3,170,0,0
610496381,48:45.9,480119307,CAM2P.2,170,0,0
610496339,10:52.1,506540632,CAM2P.3,170,0,0
610496346,53:57.0,523490076,CAM2P.4,170,0,0
610496353,08:48.0,523490080,CAM2P.5,170,0,0
610496402,45:04.5,480119307,CAM2P.2,170,0,0
610496367,45:50.1,506540632,CAM2P.3,170,0,0
610496374,13:51.9,523490080,CAM2P.5,170,0,0
610496416,30:42.9,480119307,CAM2P.2,170,0,0
610496388,03:31.8,506540632,CAM2P.3,170,0,0
610496395,33:25.9,480119305,CAM2P.1,170,0,0
610496444,20:32.8,480119307,CAM2P.2,170,0,0
610496409,45:38.7,480119305,CAM2P.1,170,0,0
610496458,06:14.8,480119307,CAM2P.2,170,0,0
610496423,24:35.7,523490080,CAM2P.5,170,0,0
610496430,59:00.5,480119305,CAM2P.1,170,0,0
610496437,50:50.9,523490080,CAM2P.5,170,0,0
610496465,15:57.6,480119307,CAM2P.2,170,0,0
610496451,37:27.4,523490080,CAM2P.5,170,0,0
610496479,47:11.5,480119307,CAM2P.2,170,0,0
610496507,50:30.6,480119307,CAM2P.2,170,0,0
610496472,21:30.3,523490080,CAM2P.5,170,0,0
610496493,26:25.2,480119307,CAM2P.2,170,0,0
610496486,09:31.4,480119305,CAM2P.1,170,0,0
610496542,26:49.8,480119307,CAM2P.2,170,0,0
610496500,18:58.0,480119305,CAM2P.1,170,0,0
610496556,48:49.1,480119307,CAM2P.2,170,0,0
610496514,20:22.1,480119305,CAM2P.1,170,0,0
610496521,00:45.9,480119305,CAM2P.1,170,0,0
610496528,31:52.6,480119305,CAM2P.1,170,0,0
610496535,23:38.6,523490080,CAM2P.5,170,0,0
610496570,36:53.5,480119307,CAM2P.2,170,0,0
610496549,36:23.1,480119305,CAM2P.1,170,0,0
610496591,19:30.4,480119307,CAM2P.2,170,0,0
610496563,39:34.8,480119305,CAM2P.1,170,0,0
610496598,18:17.3,480119307,CAM2P.2,170,0,0
610496577,56:18.8,480119305,CAM2P.1,170,0,0
610496584,08:17.9,480119305,CAM2P.1,170,0,0
610496612,54:03.3,480119307,CAM2P.2,170,0,0
610496619,21:06.8,480119307,CAM2P.2,170,0,0
610496605,04:48.1,480119305,CAM2P.1,170,0,0
610496675,55:45.6,480119307,CAM2P.2,170,0,0
610496689,07:33.2,480119307,CAM2P.2,170,0,0
610496626,54:09.5,523490080,CAM2P.5,170,0,0
610496633,40:11.1,480119305,CAM2P.1,170,0,0
610496640,14:13.9,480119305,CAM2P.1,170,0,0
610496647,09:58.8,523490080,CAM2P.5,170,0,0
610496654,56:43.6,506540632,CAM2P.3,170,0,0
610496661,56:07.0,480119305,CAM2P.1,170,0,0
610496668,40:46.8,480119305,CAM2P.1,170,0,0
610496731,36:29.7,480119307,CAM2P.2,170,0,0
610496682,35:06.1,523490080,CAM2P.5,170,0,0
610496745,12:36.6,480119307,CAM2P.2,170,0,0
610496696,56:54.3,480119305,CAM2P.1,170,0,0
610496703,05:22.8,523490080,CAM2P.5,170,0,0
